Begin Date,End Date,DateID,stratum,LEGNO,lon.deg,lon.min,lon.dms,north.lat.deg,north.lat.min,north.lat.dms,south.lat.deg,south.lat.min,south.lat.dms
1-Jan-17,31-Dec-20,2017_2020,condensed.west.2017_2018,28,-70,53,-70.88333,41,20,41.33333333,41,0,41
1-Jan-17,31-Dec-20,2017_2020,condensed.west.2017_2018,29,-70,52,-70.86667,41,18,41.3,41,0,41
1-Jan-17,31-Dec-20,2017_2020,condensed.west.2017_2018,30,-70,51,-70.85,41,18,41.3,41,0,41
1-Jan-17,31-Dec-20,2017_2020,condensed.west.2017_2018,31,-70,50,-70.83333,41,18,41.3,41,0,41
1-Jan-17,31-Dec-20,2017_2020,condensed.west.2017_2018,32,-70,49,-70.81667,41,18,41.3,41,0,41
1-Jan-17,31-Dec-20,2017_2020,condensed.west.2017_2018,33,-70,48,-70.8,41,18,41.3,41,0,41
1-Jan-17,31-Dec-20,2017_2020,condensed.west.2017_2018,34,-70,47,-70.78333,41,18,41.3,41,0,41
1-Jan-17,31-Dec-20,2017_2020,condensed.west.2017_2018,35,-70,46,-70.76667,41,18,41.3,41,0,41
1-Jan-17,31-Dec-20,2017_2020,condensed.west.2017_2018,36,-70,45,-70.75,41,18,41.3,41,0,41
1-Jan-17,31-Dec-20,2017_2020,condensed.west.2017_2018,37,-70,44,-70.73333,41,18,41.3,41,0,41
1-Jan-17,31-Dec-20,2017_2020,condensed.west.2017_2018,38,-70,43,-70.71667,41,18,41.3,41,0,41
1-Jan-17,31-Dec-20,2017_2020,condensed.west.2017_2018,39,-70,42,-70.7,41,18,41.3,41,0,41
1-Jan-17,31-Dec-20,2017_2020,condensed.west.2017_2018,40,-70,41,-70.68333,41,18,41.3,41,0,41
1-Jan-17,31-Dec-20,2017_2020,condensed.west.2017_2018,999,-99,99,-99,99,99,99,99,99,99
1-Jan-17,31-Dec-18,2017_2018,condensed.east.2017_2018,1,-70,40,-70.66666667,41,18,41.3,41,0,41
1-Jan-17,31-Dec-18,2017_2018,condensed.east.2017_2018,2,-70,39,-70.65,41,18,41.3,41,0,41
1-Jan-17,31-Dec-18,2017_2018,condensed.east.2017_2018,3,-70,38,-70.63333333,41,18,41.3,41,0,41
1-Jan-17,31-Dec-18,2017_2018,condensed.east.2017_2018,4,-70,37,-70.61666667,41,18,41.3,41,0,41
1-Jan-17,31-Dec-18,2017_2018,condensed.east.2017_2018,5,-70,36,-70.6,41,18,41.3,41,0,41
1-Jan-17,31-Dec-18,2017_2018,condensed.east.2017_2018,6,-70,35,-70.58333333,41,18,41.3,41,0,41
1-Jan-17,31-Dec-18,2017_2018,condensed.east.2017_2018,7,-70,34,-70.56666667,41,18,41.3,41,0,41
1-Jan-17,31-Dec-18,2017_2018,condensed.east.2017_2018,8,-70,33,-70.55,41,18,41.3,41,0,41
1-Jan-17,31-Dec-18,2017_2018,condensed.east.2017_2018,9,-70,32,-70.53333333,41,18,41.3,41,0,41
1-Jan-17,31-Dec-18,2017_2018,condensed.east.2017_2018,10,-70,31,-70.51666667,41,18,41.3,41,0,41
1-Jan-17,31-Dec-18,2017_2018,condensed.east.2017_2018,11,-70,30,-70.5,41,18,41.3,41,0,41
1-Jan-17,31-Dec-18,2017_2018,condensed.east.2017_2018,12,-70,29,-70.48333333,41,18,41.3,41,0,41
1-Jan-17,31-Dec-18,2017_2018,condensed.east.2017_2018,13,-70,28,-70.46666667,41,18,41.3,41,0,41
1-Jan-17,31-Dec-18,2017_2018,condensed.east.2017_2018,14,-70,27,-70.45,41,18,41.3,41,0,41
1-Jan-17,31-Dec-18,2017_2018,condensed.east.2017_2018,15,-70,26,-70.43333333,41,18,41.3,41,0,41
1-Jan-17,31-Dec-18,2017_2018,condensed.east.2017_2018,16,-70,25,-70.41666667,41,18,41.3,41,0,41
1-Jan-17,31-Dec-18,2017_2018,condensed.east.2017_2018,17,-70,24,-70.4,41,18,41.3,41,0,41
1-Jan-17,31-Dec-18,2017_2018,condensed.east.2017_2018,18,-70,23,-70.38333333,41,18,41.3,41,0,41
1-Jan-17,31-Dec-18,2017_2018,condensed.east.2017_2018,19,-70,22,-70.36666667,41,18,41.3,41,0,41
1-Jan-17,31-Dec-18,2017_2018,condensed.east.2017_2018,20,-70,21,-70.35,41,18,41.3,41,0,41
1-Jan-17,31-Dec-18,2017_2018,condensed.east.2017_2018,21,-70,20,-70.33333333,41,18,41.3,41,0,41
1-Jan-17,31-Dec-18,2017_2018,condensed.east.2017_2018,22,-70,19,-70.31666667,41,18,41.3,41,0,41
1-Jan-17,31-Dec-18,2017_2018,condensed.east.2017_2018,23,-70,18,-70.3,41,18,41.3,41,0,41
1-Jan-17,31-Dec-18,2017_2018,condensed.east.2017_2018,24,-70,17,-70.28333333,41,18,41.3,41,0,41
1-Jan-17,31-Dec-18,2017_2018,condensed.east.2017_2018,25,-70,16,-70.26666667,41,16,41.26666667,41,0,41
1-Jan-17,31-Dec-18,2017_2018,condensed.east.2017_2018,26,-70,15,-70.25,41,16,41.26666667,41,0,41
1-Jan-17,31-Dec-18,2017_2018,condensed.east.2017_2018,27,-70,14,-70.23333333,41,16,41.26666667,41,0,41
1-Jan-17,31-Dec-18,2017_2018,condensed.east.2017_2018,28,-70,13,-70.21666667,41,16,41.26666667,41,0,41
1-Jan-17,31-Dec-18,2017_2018,condensed.east.2017_2018,29,-70,12,-70.2,41,15,41.25,41,0,41
1-Jan-17,31-Dec-18,2017_2018,condensed.east.2017_2018,30,-70,11,-70.18333333,41,15,41.25,41,0,41
1-Jan-17,31-Dec-18,2017_2018,condensed.east.2017_2018,31,-70,10,-70.16666667,41,15,41.25,41,0,41
1-Jan-17,31-Dec-18,2017_2018,condensed.east.2017_2018,32,-70,9,-70.15,41,15,41.25,41,0,41
1-Jan-17,31-Dec-18,2017_2018,condensed.east.2017_2018,33,-70,8,-70.13333333,41,13,41.21666667,41,0,41
1-Jan-17,31-Dec-18,2017_2018,condensed.east.2017_2018,34,-70,7,-70.11666667,41,13,41.21666667,41,0,41
1-Jan-17,31-Dec-18,2017_2018,condensed.east.2017_2018,35,-70,6,-70.1,41,13,41.21666667,41,0,41
1-Jan-17,31-Dec-18,2017_2018,condensed.east.2017_2018,36,-70,5,-70.08333333,41,13,41.21666667,41,0,41
1-Jan-17,31-Dec-18,2017_2018,condensed.east.2017_2018,37,-70,4,-70.06666667,41,13,41.21666667,41,0,41
1-Jan-17,31-Dec-18,2017_2018,condensed.east.2017_2018,38,-70,3,-70.05,41,13,41.21666667,41,0,41
1-Jan-17,31-Dec-18,2017_2018,condensed.east.2017_2018,39,-70,2,-70.03333333,41,13,41.21666667,41,0,41
1-Jan-17,31-Dec-18,2017_2018,condensed.east.2017_2018,40,-70,1,-70.01666667,41,13,41.21666667,41,0,41
1-Jan-17,31-Dec-18,2017_2018,condensed.east.2017_2018,41,-70,0,-70,41,13,41.21666667,41,0,41
1-Jan-17,31-Dec-18,2017_2018,condensed.east.2017_2018,42,-69,59,-69.98333333,41,13,41.21666667,41,0,41
1-Jan-17,31-Dec-18,2017_2018,condensed.east.2017_2018,43,-69,58,-69.96666667,41,13,41.21666667,41,0,41
1-Jan-17,31-Dec-18,2017_2018,condensed.east.2017_2018,44,-69,57,-69.95,41,13,41.21666667,41,0,41
1-Jan-17,31-Dec-18,2017_2018,condensed.east.2017_2018,45,-69,56,-69.93333333,41,13,41.21666667,41,0,41
1-Jan-17,31-Dec-18,2017_2018,condensed.east.2017_2018,46,-69,55,-69.91666667,41,13,41.21666667,41,0,41
1-Jan-17,31-Dec-18,2017_2018,condensed.east.2017_2018,47,-69,54,-69.9,41,13,41.21666667,41,0,41
1-Jan-17,31-Dec-18,2017_2018,condensed.east.2017_2018,48,-69,53,-69.88333333,41,13,41.21666667,41,0,41
1-Jan-17,31-Dec-18,2017_2018,condensed.east.2017_2018,999,-99,99,-99,99,99,99,99,99,99
1-Jan-19,31-Dec-20,2019_2020,condensed.2019_2020,1,-71,20,-71.33333,41,20,41.33333333,41,0,41
1-Jan-19,31-Dec-20,2017_2020,condensed.2019_2020,2,-71,19,-71.31667,41,20,41.33333333,41,0,41
1-Jan-19,31-Dec-20,2019_2021,condensed.2019_2020,3,-71,18,-71.3,41,20,41.33333333,41,0,41
1-Jan-19,31-Dec-20,2017_2021,condensed.2019_2020,4,-71,17,-71.28333,41,20,41.33333333,41,0,41
1-Jan-19,31-Dec-20,2019_2022,condensed.2019_2020,5,-71,16,-71.26667,41,20,41.33333333,41,0,41
1-Jan-19,31-Dec-20,2017_2022,condensed.2019_2020,6,-71,15,-71.25,41,20,41.33333333,41,0,41
1-Jan-19,31-Dec-20,2019_2023,condensed.2019_2020,7,-71,14,-71.23333,41,20,41.33333333,41,0,41
1-Jan-19,31-Dec-20,2017_2023,condensed.2019_2020,8,-71,13,-71.21667,41,20,41.33333333,41,0,41
1-Jan-19,31-Dec-20,2019_2024,condensed.2019_2020,9,-71,12,-71.2,41,20,41.33333333,41,0,41
1-Jan-19,31-Dec-20,2017_2024,condensed.2019_2020,10,-71,11,-71.18333,41,20,41.33333333,41,0,41
1-Jan-19,31-Dec-20,2019_2025,condensed.2019_2020,11,-71,10,-71.16667,41,20,41.33333333,41,0,41
1-Jan-19,31-Dec-20,2017_2025,condensed.2019_2020,12,-71,9,-71.15,41,20,41.33333333,41,0,41
1-Jan-19,31-Dec-20,2019_2026,condensed.2019_2020,13,-71,8,-71.13333,41,20,41.33333333,41,0,41
1-Jan-19,31-Dec-20,2017_2026,condensed.2019_2020,14,-71,7,-71.11667,41,20,41.33333333,41,0,41
1-Jan-19,31-Dec-20,2019_2027,condensed.2019_2020,15,-71,6,-71.1,41,20,41.33333333,41,0,41
1-Jan-19,31-Dec-20,2017_2027,condensed.2019_2020,16,-71,5,-71.08333,41,20,41.33333333,41,0,41
1-Jan-19,31-Dec-20,2019_2028,condensed.2019_2020,17,-71,4,-71.06667,41,20,41.33333333,41,0,41
1-Jan-19,31-Dec-20,2017_2028,condensed.2019_2020,18,-71,3,-71.05,41,20,41.33333333,41,0,41
1-Jan-19,31-Dec-20,2019_2029,condensed.2019_2020,19,-71,2,-71.03333,41,20,41.33333333,41,0,41
1-Jan-19,31-Dec-20,2017_2029,condensed.2019_2020,20,-71,1,-71.01667,41,20,41.33333333,41,0,41
1-Jan-19,31-Dec-20,2019_2030,condensed.2019_2020,21,-71,0,-70,41,20,41.33333333,41,0,41
1-Jan-19,31-Dec-20,2017_2030,condensed.2019_2020,22,-70,59,-70.98333,41,20,41.33333333,41,0,41
1-Jan-19,31-Dec-20,2019_2031,condensed.2019_2020,23,-70,58,-70.96667,41,20,41.33333333,41,0,41
1-Jan-19,31-Dec-20,2017_2031,condensed.2019_2020,24,-70,57,-70.95,41,20,41.33333333,41,0,41
1-Jan-19,31-Dec-20,2019_2032,condensed.2019_2020,25,-70,56,-70.93333,41,20,41.33333333,41,0,41
1-Jan-19,31-Dec-20,2017_2032,condensed.2019_2020,26,-70,55,-70.91667,41,20,41.33333333,41,0,41
1-Jan-19,31-Dec-20,2019_2033,condensed.2019_2020,27,-70,54,-70.9,41,20,41.33333333,41,0,41
1-Jan-19,31-Dec-20,2017_2033,condensed.2019_2020,28,-70,53,-70.88333,41,20,41.33333333,41,0,41
1-Jan-19,31-Dec-20,2019_2034,condensed.2019_2020,29,-70,52,-70.86667,41,18,41.3,41,0,41
1-Jan-19,31-Dec-20,2017_2034,condensed.2019_2020,30,-70,51,-70.85,41,18,41.3,41,0,41
1-Jan-19,31-Dec-20,2019_2035,condensed.2019_2020,31,-70,50,-70.83333,41,18,41.3,41,0,41
1-Jan-19,31-Dec-20,2017_2035,condensed.2019_2020,32,-70,49,-70.81667,41,18,41.3,41,0,41
1-Jan-19,31-Dec-20,2019_2036,condensed.2019_2020,33,-70,48,-70.8,41,18,41.3,41,0,41
1-Jan-19,31-Dec-20,2017_2036,condensed.2019_2020,34,-70,47,-70.78333,41,18,41.3,41,0,41
1-Jan-19,31-Dec-20,2019_2037,condensed.2019_2020,35,-70,46,-70.76667,41,18,41.3,41,0,41
1-Jan-19,31-Dec-20,2017_2037,condensed.2019_2020,36,-70,45,-70.75,41,18,41.3,41,0,41
1-Jan-19,31-Dec-20,2019_2038,condensed.2019_2020,37,-70,44,-70.73333,41,18,41.3,41,0,41
1-Jan-19,31-Dec-20,2017_2038,condensed.2019_2020,38,-70,43,-70.71667,41,18,41.3,41,0,41
1-Jan-19,31-Dec-20,2019_2039,condensed.2019_2020,39,-70,42,-70.7,41,18,41.3,41,0,41
1-Jan-19,31-Dec-20,2017_2039,condensed.2019_2020,40,-70,41,-70.68333,41,18,41.3,41,0,41
1-Jan-19,31-Dec-20,2019_2040,condensed.2019_2020,41,-70,40,-70.66666667,41,18,41.3,41,0,41
1-Jan-19,31-Dec-20,2017_2040,condensed.2019_2020,42,-70,39,-70.65,41,18,41.3,41,0,41
1-Jan-19,31-Dec-20,2019_2041,condensed.2019_2020,43,-70,38,-70.63333333,41,18,41.3,41,0,41
1-Jan-19,31-Dec-20,2017_2041,condensed.2019_2020,44,-70,37,-70.61666667,41,18,41.3,41,0,41
1-Jan-19,31-Dec-20,2019_2042,condensed.2019_2020,45,-70,36,-70.6,41,18,41.3,41,0,41
1-Jan-19,31-Dec-20,2017_2042,condensed.2019_2020,46,-70,35,-70.58333333,41,18,41.3,41,0,41
1-Jan-19,31-Dec-20,2019_2043,condensed.2019_2020,47,-70,34,-70.56666667,41,18,41.3,41,0,41
1-Jan-19,31-Dec-20,2017_2043,condensed.2019_2020,48,-70,33,-70.55,41,18,41.3,41,0,41
1-Jan-19,31-Dec-20,2019_2044,condensed.2019_2020,49,-70,32,-70.53333333,41,18,41.3,41,0,41
1-Jan-19,31-Dec-20,2017_2044,condensed.2019_2020,50,-70,31,-70.51666667,41,18,41.3,41,0,41
1-Jan-19,31-Dec-20,2019_2045,condensed.2019_2020,51,-70,30,-70.5,41,18,41.3,41,0,41
1-Jan-19,31-Dec-20,2017_2045,condensed.2019_2020,52,-70,29,-70.48333333,41,18,41.3,41,0,41
1-Jan-19,31-Dec-20,2019_2046,condensed.2019_2020,53,-70,28,-70.46666667,41,18,41.3,41,0,41
1-Jan-19,31-Dec-20,2017_2046,condensed.2019_2020,54,-70,27,-70.45,41,18,41.3,41,0,41
1-Jan-19,31-Dec-20,2019_2047,condensed.2019_2020,55,-70,26,-70.43333333,41,18,41.3,41,0,41
1-Jan-19,31-Dec-20,2017_2047,condensed.2019_2020,56,-70,25,-70.41666667,41,18,41.3,41,0,41
1-Jan-19,31-Dec-20,2019_2048,condensed.2019_2020,57,-70,24,-70.4,41,18,41.3,41,0,41
1-Jan-19,31-Dec-20,2017_2048,condensed.2019_2020,58,-70,23,-70.38333333,41,18,41.3,41,0,41
1-Jan-19,31-Dec-20,2019_2049,condensed.2019_2020,59,-70,22,-70.36666667,41,18,41.3,41,0,41
1-Jan-19,31-Dec-20,2017_2049,condensed.2019_2020,60,-70,21,-70.35,41,18,41.3,41,0,41
1-Jan-19,31-Dec-20,2019_2050,condensed.2019_2020,61,-70,20,-70.33333333,41,18,41.3,41,0,41
1-Jan-19,31-Dec-20,2017_2050,condensed.2019_2020,62,-70,19,-70.31666667,41,18,41.3,41,0,41
1-Jan-19,31-Dec-20,2019_2051,condensed.2019_2020,63,-70,18,-70.3,41,18,41.3,41,0,41
1-Jan-19,31-Dec-20,2017_2051,condensed.2019_2020,64,-70,17,-70.28333333,41,18,41.3,41,0,41
1-Jan-19,31-Dec-20,2019_2052,condensed.2019_2020,65,-70,16,-70.26666667,41,16,41.26666667,41,0,41
1-Jan-19,31-Dec-20,2017_2052,condensed.2019_2020,66,-70,15,-70.25,41,16,41.26666667,41,0,41
1-Jan-19,31-Dec-20,2019_2053,condensed.2019_2020,67,-70,14,-70.23333333,41,16,41.26666667,41,0,41
1-Jan-19,31-Dec-20,2017_2053,condensed.2019_2020,68,-70,13,-70.21666667,41,16,41.26666667,41,0,41
1-Jan-19,31-Dec-20,2019_2054,condensed.2019_2020,69,-70,12,-70.2,41,15,41.25,41,0,41
1-Jan-19,31-Dec-20,2017_2054,condensed.2019_2020,70,-70,11,-70.18333333,41,15,41.25,41,0,41
1-Jan-19,31-Dec-20,2019_2055,condensed.2019_2020,71,-70,10,-70.16666667,41,15,41.25,41,0,41
1-Jan-19,31-Dec-20,2017_2055,condensed.2019_2020,72,-70,9,-70.15,41,15,41.25,41,0,41
1-Jan-19,31-Dec-20,2019_2056,condensed.2019_2020,73,-70,8,-70.13333333,41,13,41.21666667,41,0,41
1-Jan-19,31-Dec-20,2017_2056,condensed.2019_2020,74,-70,7,-70.11666667,41,13,41.21666667,41,0,41
1-Jan-19,31-Dec-20,2019_2057,condensed.2019_2020,75,-70,6,-70.1,41,13,41.21666667,41,0,41
1-Jan-19,31-Dec-20,2017_2057,condensed.2019_2020,76,-70,5,-70.08333333,41,13,41.21666667,41,0,41
1-Jan-19,31-Dec-20,2019_2058,condensed.2019_2020,77,-70,4,-70.06666667,41,13,41.21666667,41,0,41
1-Jan-19,31-Dec-20,2017_2058,condensed.2019_2020,78,-70,3,-70.05,41,13,41.21666667,41,0,41
1-Jan-19,31-Dec-20,2019_2059,condensed.2019_2020,79,-70,2,-70.03333333,41,13,41.21666667,41,0,41
1-Jan-19,31-Dec-20,2017_2059,condensed.2019_2020,80,-70,1,-70.01666667,41,13,41.21666667,41,0,41
1-Jan-19,31-Dec-20,2019_2060,condensed.2019_2020,81,-70,0,-70,41,13,41.21666667,41,0,41
1-Jan-19,31-Dec-20,2017_2060,condensed.2019_2020,82,-69,59,-69.98333333,41,13,41.21666667,41,0,41
1-Jan-19,31-Dec-20,2019_2061,condensed.2019_2020,83,-69,58,-69.96666667,41,13,41.21666667,41,0,41
1-Jan-19,31-Dec-20,2017_2061,condensed.2019_2020,84,-69,57,-69.95,41,13,41.21666667,41,0,41
1-Jan-19,31-Dec-20,2019_2062,condensed.2019_2020,85,-69,56,-69.93333333,41,13,41.21666667,41,0,41
1-Jan-19,31-Dec-20,2017_2062,condensed.2019_2020,86,-69,55,-69.91666667,41,13,41.21666667,41,0,41
1-Jan-19,31-Dec-20,2019_2063,condensed.2019_2020,87,-69,54,-69.9,41,13,41.21666667,41,0,41
1-Jan-19,31-Dec-20,2017_2063,condensed.2019_2020,88,-69,53,-69.88333333,41,13,41.21666667,41,0,41
1-Jan-19,31-Dec-20,2017_2063,condensed.2019_2020,999,-99,99,-99,99,99,99,99,99,99
